401, 2,  3/25/2003
-2.20 -0.2660 
-2.09 -0.2650 
-1.98 -0.2656 
-1.87 -0.2654 
-1.76 -0.2656 
-1.65 -0.2655 
-1.54 -0.2652 
-1.43 -0.2653 
-1.32 -0.2652 
-1.21 -0.2658 
-1.10 -0.2656 
-0.99 -0.2648 
-0.88 -0.2661 
-0.77 -0.2653 
-0.66 -0.2651 
-0.55 -0.2647 
-0.44 -0.2653 
-0.33 -0.2654 
-0.22 -0.2648 
-0.11 -0.2645 
0.00 -0.2651 
0.11 -0.2665 
0.22 -0.2658 
0.33 -0.2652 
0.44 -0.2646 
0.55 -0.2644 
0.66 -0.2634 
0.77 -0.2632 
0.88 -0.2630 
0.99 -0.2621 
1.10 -0.2622 
1.21 -0.2622 
1.32 -0.2625 
1.43 -0.2623 
1.54 -0.2622 
1.65 -0.2618 
1.76 -0.2607 
1.87 -0.2604 
1.98 -0.2600 
2.08 -0.2588 
2.19 -0.2568 
2.30 -0.2553 
2.41 -0.2542 
2.52 -0.2516 
2.63 -0.2492 
2.74 -0.2464 
2.85 -0.2439 
2.96 -0.2413 
3.07 -0.2369 
3.18 -0.2344 
3.29 -0.2307 
3.40 -0.2260 
3.51 -0.2223 
3.62 -0.2178 
3.73 -0.2134 
3.84 -0.2091 
3.95 -0.2062 
4.06 -0.2007 
4.17 -0.1957 
4.28 -0.1913 
4.39 -0.1867 
4.50 -0.1817 
4.61 -0.1767 
4.72 -0.1710 
4.83 -0.1661 
4.94 -0.1613 
5.05 -0.1562 
5.16 -0.1514 
5.27 -0.1468 
5.38 -0.1419 
5.49 -0.1362 
5.60 -0.1311 
5.71 -0.1270 
5.82 -0.1218 
5.93 -0.1170 
6.04 -0.1122 
6.15 -0.1066 
6.26 -0.1031 
6.37 -0.0982 
6.48 -0.0929 
6.59 -0.0892 
6.70 -0.0839 
6.81 -0.0799 
6.92 -0.0757 
7.03 -0.0717 
7.14 -0.0667 
7.25 -0.0634 
7.36 -0.0584 
7.47 -0.0541 
7.58 -0.0510 
7.69 -0.0474 
7.80 -0.0423 
7.91 -0.0395 
8.02 -0.0346 
8.13 -0.0313 
8.24 -0.0276 
8.35 -0.0246 
8.46 -0.0205 
8.57 -0.0181 
8.68 -0.0148 
8.79 -0.0120 
8.90 -0.0080 
9.01 -0.0053 
9.12 -0.0022 
9.23 0.0003 
9.34 0.0028 
9.44 0.0049 
9.55 0.0089 
9.66 0.0118 
9.77 0.0132 
9.88 0.0161 
9.99 0.0185 
10.10 0.0210 
10.21 0.0236 
10.32 0.0257 
10.43 0.0278 
10.54 0.0306 
10.65 0.0334 
10.76 0.0352 
10.87 0.0364 
10.98 0.0392 
11.09 0.0410 
11.20 0.0432 
11.31 0.0458 
11.42 0.0476 
11.53 0.0487 
11.64 0.0504 
11.75 0.0523 
11.86 0.0539 
11.97 0.0552 
12.08 0.0575 
12.19 0.0582 
12.30 0.0605 
12.41 0.0622 
12.52 0.0633 
12.63 0.0646 
12.74 0.0660 
12.85 0.0676 
12.96 0.0680 
13.07 0.0705 
13.18 0.0711 
13.29 0.0720 
13.40 0.0735 
13.51 0.0744 
13.62 0.0762 
13.73 0.0774 
13.84 0.0780 
13.95 0.0788 
14.06 0.0788 
14.17 0.0798 
14.28 0.0806 
14.39 0.0824 
14.50 0.0832 
14.61 0.0834 
14.72 0.0843 
14.83 0.0851 
14.94 0.0863 
15.05 0.0868 
15.16 0.0877 
15.27 0.0878 
15.38 0.0887 
15.49 0.0890 
15.60 0.0897 
15.71 0.0902 
15.82 0.0902 
15.93 0.0915 
16.04 0.0917 
16.15 0.0920 
16.26 0.0927 
16.37 0.0924 
16.48 0.0933 
16.59 0.0932 
16.70 0.0942 
16.81 0.0943 
16.91 0.0946 
17.02 0.0947 
17.13 0.0944 
17.24 0.0947 
17.35 0.0951 
17.46 0.0958 
17.57 0.0950 
17.68 0.0953 
17.79 0.0955 
17.90 0.0962 
18.01 0.0965 
18.12 0.0961 
18.23 0.0967 
18.34 0.0963 
18.45 0.0963 
18.56 0.0963 
18.67 0.0966 
18.78 0.0961 
18.89 0.0967 
19.00 0.0961 
19.11 0.0966 
19.22 0.0965 
19.33 0.0966 
19.44 0.0962 
19.55 0.0958 
19.66 0.0960 
19.77 0.0957 
19.88 0.0960 
19.99 0.0969 
20.10 0.0961 
20.21 0.0965 
20.32 0.0966 
20.43 0.0954 
20.54 0.0948 
20.65 0.0950 
20.76 0.0952 
20.87 0.0953 
20.98 0.0948 
21.09 0.0953 
21.20 0.0951 
21.31 0.0950 
21.42 0.0934 
21.53 0.0938 
21.64 0.0940 
21.75 0.0930 
21.86 0.0930 
21.97 0.0933 
22.08 0.0923 
22.19 0.0928 
22.30 0.0926 
22.41 0.0923 
22.52 0.0928 
22.63 0.0921 
22.74 0.0918 
22.85 0.0914 
22.96 0.0909 
23.12 0.0915 
23.23 0.0912 
23.34 0.0906 
23.45 0.0907 
23.56 0.0904 
23.67 0.0899 
23.78 0.0898 
23.89 0.0899 
24.00 0.0887 
24.11 0.0896 
24.22 0.0896 
24.33 0.0881 
24.44 0.0890 
24.55 0.0885 
24.66 0.0874 
24.77 0.0881 
24.88 0.0884 
24.99 0.0883 
25.10 0.0869 
